108.0,168.0
108.0,169.0
108.0,170.0
109.0,170.0
110.0,171.0
110.0,172.0
111.0,172.0
111.0,173.0
112.0,173.0
112.0,174.0
113.0,175.0
113.0,176.0
114.0,176.0
114.0,177.0
115.0,177.0
116.0,178.0
117.0,178.0
117.0,179.0
118.0,179.0
118.0,180.0
118.0,181.0
119.0,181.0
119.0,182.0
119.0,183.0
120.0,183.0
120.0,184.0
121.0,185.0
122.0,185.0
122.0,186.0
122.0,187.0
123.0,188.0
123.0,189.0
123.0,190.0
124.0,190.0
125.0,190.0
125.0,191.0
126.0,191.0
126.0,192.0
127.0,192.0
128.0,192.0
129.0,192.0
130.0,192.0
131.0,192.0
131.0,191.0
131.0,190.0
131.0,189.0
132.0,189.0
132.0,188.0
133.0,188.0
133.0,187.0
134.0,187.0
135.0,187.0
135.0,186.0
136.0,186.0
137.0,186.0
138.0,186.0
139.0,186.0
140.0,186.0
141.0,186.0
142.0,186.0
143.0,186.0
143.0,187.0
144.0,187.0
145.0,188.0
145.0,189.0
146.0,189.0
146.0,190.0
147.0,190.0
147.0,191.0
148.0,191.0
148.0,192.0
148.0,193.0
149.0,193.0
149.0,194.0
150.0,194.0
150.0,195.0
150.0,196.0
151.0,196.0
151.0,197.0
151.0,198.0
152.0,198.0
152.0,199.0
153.0,199.0
153.0,200.0
153.0,201.0
153.0,202.0
153.0,203.0
154.0,203.0
154.0,204.0
154.0,205.0
155.0,205.0
155.0,206.0
156.0,206.0
156.0,207.0
156.0,208.0
156.0,209.0
156.0,210.0
157.0,210.0
158.0,210.0
159.0,210.0
159.0,211.0
159.0,212.0
159.0,213.0
159.0,214.0
159.0,215.0
159.0,216.0
160.0,216.0
160.0,217.0
161.0,217.0
162.0,217.0
163.0,217.0
163.0,218.0
164.0,218.0
164.0,219.0
165.0,219.0
165.0,220.0
166.0,220.0
166.0,221.0
167.0,221.0
168.0,221.0
169.0,222.0
170.0,222.0
171.0,222.0
171.0,223.0
172.0,223.0
173.0,223.0
173.0,222.0
174.0,222.0
175.0,222.0
175.0,221.0
175.0,220.0
175.0,219.0
175.0,218.0
174.0,218.0
174.0,217.0
173.0,217.0
173.0,216.0
173.0,215.0
173.0,214.0
173.0,213.0
173.0,212.0
173.0,211.0
173.0,210.0
173.0,209.0
173.0,208.0
173.0,207.0
174.0,207.0
174.0,206.0
174.0,205.0
174.0,204.0
175.0,204.0
175.0,203.0
175.0,202.0
176.0,202.0
176.0,201.0
176.0,200.0
177.0,200.0
177.0,199.0
178.0,199.0
179.0,199.0
179.0,198.0
180.0,198.0
180.0,197.0
181.0,197.0
182.0,197.0
182.0,196.0
183.0,196.0
184.0,196.0
184.0,195.0
185.0,195.0
186.0,195.0
186.0,194.0
187.0,194.0
188.0,194.0
188.0,193.0
189.0,193.0
190.0,192.0
190.0,191.0
191.0,191.0
191.0,190.0
192.0,190.0
193.0,190.0
194.0,189.0
195.0,189.0
196.0,189.0
196.0,188.0
197.0,188.0
198.0,188.0
199.0,188.0
199.0,187.0
200.0,187.0
201.0,187.0
202.0,187.0
203.0,187.0
204.0,187.0
205.0,187.0
206.0,187.0
206.0,186.0
207.0,186.0
208.0,186.0
209.0,186.0
210.0,186.0
211.0,186.0
212.0,186.0
213.0,186.0
214.0,186.0
215.0,186.0
216.0,187.0
216.0,188.0
217.0,188.0
218.0,188.0
218.0,189.0
218.0,190.0
219.0,190.0
220.0,190.0
221.0,190.0
222.0,190.0
223.0,190.0
224.0,190.0
225.0,190.0
226.0,191.0
227.0,191.0
228.0,191.0
229.0,191.0
229.0,190.0
230.0,190.0
231.0,190.0
232.0,190.0
233.0,190.0
234.0,190.0
234.0,191.0
234.0,192.0
235.0,193.0
235.0,192.0
235.0,191.0
235.0,190.0
235.0,189.0
234.0,189.0
233.0,189.0
233.0,188.0
233.0,187.0
233.0,186.0
233.0,185.0
233.0,184.0
232.0,184.0
231.0,184.0
231.0,183.0
231.0,182.0
231.0,181.0
230.0,181.0
230.0,180.0
229.0,179.0
228.0,178.0
228.0,177.0
228.0,176.0
227.0,176.0
226.0,176.0
225.0,176.0
224.0,176.0
223.0,176.0
222.0,176.0
221.0,176.0
220.0,176.0
219.0,176.0
218.0,176.0
217.0,176.0
216.0,176.0
215.0,176.0
215.0,176.0
214.0,176.0
214.0,175.0
214.0,174.0
214.0,173.0
214.0,172.0
214.0,171.0
214.0,170.0
215.0,170.0
215.0,169.0
215.0,168.0
216.0,168.0
217.0,168.0
217.0,167.0
217.0,166.0
217.0,165.0
217.0,164.0
217.0,163.0
217.0,162.0
217.0,161.0
217.0,160.0
217.0,159.0
217.0,158.0
217.0,157.0
217.0,156.0
217.0,155.0
217.0,154.0
218.0,154.0
218.0,153.0
218.0,152.0
219.0,152.0
219.0,151.0
220.0,151.0
220.0,150.0
220.0,149.0
221.0,149.0
221.0,148.0
222.0,148.0
223.0,147.0
223.0,146.0
224.0,146.0
224.0,145.0
224.0,144.0
224.0,143.0
224.0,142.0
224.0,141.0
224.0,140.0
224.0,139.0
224.0,138.0
225.0,138.0
225.0,137.0
225.0,136.0
225.0,135.0
224.0,135.0
223.0,135.0
223.0,134.0
223.0,133.0
223.0,132.0
223.0,131.0
222.0,131.0
221.0,131.0
220.0,131.0
220.0,130.0
219.0,130.0
218.0,130.0
217.0,130.0
216.0,130.0
215.0,130.0
214.0,130.0
213.0,130.0
212.0,130.0
211.0,130.0
210.0,130.0
209.0,130.0
208.0,130.0
207.0,130.0
206.0,130.0
205.0,130.0
204.0,130.0
203.0,130.0
202.0,130.0
201.0,130.0
200.0,130.0
199.0,130.0
198.0,130.0
197.0,130.0
196.0,130.0
195.0,130.0
194.0,130.0
193.0,130.0
192.0,130.0
191.0,130.0
191.0,129.0
191.0,128.0
191.0,127.0
191.0,126.0
190.0,126.0
189.0,126.0
188.0,126.0
187.0,126.0
186.0,126.0
185.0,126.0
184.0,126.0
183.0,126.0
182.0,126.0
181.0,126.0
180.0,126.0
179.0,126.0
178.0,126.0
177.0,126.0
176.0,126.0
175.0,126.0
174.0,126.0
173.0,126.0
172.0,126.0
171.0,126.0
170.0,126.0
169.0,126.0
168.0,126.0
167.0,126.0
166.0,125.0
165.0,125.0
164.0,125.0
163.0,125.0
162.0,125.0
161.0,125.0
160.0,125.0
159.0,125.0
158.0,125.0
157.0,125.0
156.0,125.0
155.0,125.0
154.0,125.0
153.0,125.0
152.0,125.0
151.0,125.0
150.0,125.0
149.0,125.0
148.0,125.0
147.0,125.0
146.0,125.0
146.0,124.0
145.0,124.0
144.0,124.0
143.0,124.0
142.0,124.0
141.0,124.0
140.0,124.0
139.0,124.0
138.0,124.0
137.0,124.0
136.0,124.0
135.0,124.0
134.0,124.0
134.0,125.0
134.0,126.0
134.0,127.0
134.0,128.0
134.0,129.0
134.0,130.0
134.0,131.0
135.0,131.0
135.0,132.0
135.0,133.0
135.0,134.0
135.0,135.0
135.0,136.0
135.0,137.0
135.0,138.0
135.0,139.0
135.0,140.0
135.0,141.0
135.0,142.0
135.0,143.0
135.0,144.0
135.0,145.0
135.0,146.0
135.0,147.0
135.0,148.0
135.0,149.0
134.0,150.0
134.0,151.0
134.0,152.0
134.0,153.0
134.0,154.0
134.0,155.0
133.0,155.0
133.0,156.0
133.0,157.0
132.0,157.0
132.0,158.0
132.0,159.0
132.0,160.0
132.0,161.0
132.0,162.0
132.0,163.0
132.0,164.0
132.0,165.0
132.0,166.0
132.0,167.0
131.0,167.0
131.0,168.0
130.0,168.0
129.0,168.0
129.0,169.0
128.0,169.0
127.0,169.0
126.0,169.0
125.0,169.0
124.0,169.0
123.0,169.0
123.0,168.0
122.0,168.0
121.0,168.0
120.0,168.0
119.0,168.0
118.0,168.0
118.0,167.0
117.0,167.0
117.0,166.0
116.0,166.0
115.0,166.0
114.0,166.0
113.0,166.0
112.0,166.0
111.0,166.0
110.0,166.0
109.0,166.0
108.0,166.0
107.0,166.0
